,position,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,league_name,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
11239,Forward,63,66,625000.0,2000.0,25,185,85,PEC Zwolle,Holland Eredivisie,2023.0,Curacao,Right,3,3,1,Low/Low,70.0,65.0,55.0,65.0,31.0,68.0,60,63,62,55,59,67,54,52,44,66,68,72,62,53,70,73,64,36,80,66,78,25,58,59,55,58,28,30,22
11240,Defender,63,63,475000.0,4000.0,27,182,75,Bradford City,English League Two,2023.0,England,Right,4,2,1,Medium/High,66.0,47.0,57.0,59.0,60.0,71.0,54,46,58,61,41,55,44,35,59,60,65,67,69,59,64,56,78,72,73,41,63,57,56,58,48,58,60,63,60
11241,Defender,63,66,550000.0,2000.0,27,189,85,Gaz Metan Mediaş,Romanian Liga I,2026.0,Argentina,Right,3,2,1,Medium/Medium,51.0,32.0,38.0,39.0,62.0,76.0,29,26,63,48,36,32,35,30,39,46,50,51,34,60,38,44,44,62,87,28,72,58,24,31,48,44,61,64,62
11242,Defender,63,65,500000.0,2000.0,27,179,70,Bolton Wanderers,English League One,2023.0,England,Right,2,2,1,Low/Medium,55.0,31.0,37.0,39.0,63.0,71.0,25,25,62,50,26,29,28,34,40,39,54,55,57,58,59,59,91,65,75,18,62,61,22,29,36,57,64,65,62
11243,Defender,63,65,525000.0,2000.0,26,178,70,Cheltenham Town,English League One,2022.0,Republic of Ireland,Right,3,2,1,Medium/Medium,68.0,39.0,54.0,62.0,61.0,73.0,61,34,58,57,27,60,54,34,51,62,70,67,71,59,72,49,90,80,70,40,68,60,52,50,37,60,61,62,61
11244,Defender,63,65,475000.0,500.0,28,183,70,Club Always Ready,Liga de Fútbol Profesional Boliviano,2021.0,Colombia,Right,3,2,1,Medium/Medium,57.0,38.0,49.0,56.0,63.0,66.0,45,31,60,55,31,54,39,38,54,59,60,55,61,50,55,53,82,57,72,40,59,60,46,46,38,45,63,67,64
11245,Midfielder,63,63,240000.0,2000.0,33,176,70,Gaz Metan Mediaş,Romanian Liga I,2022.0,Brazil,Right,3,3,1,Low/Medium,64.0,41.0,58.0,61.0,62.0,70.0,59,31,56,64,43,60,54,37,56,59,63,64,65,58,69,56,71,64,72,41,70,61,52,55,56,60,64,63,61
11246,Midfielder,63,63,475000.0,500.0,28,174,70,Universidad Técnica de Cajamarca,Peruvian Primera División,2021.0,Peru,Left,3,3,1,High/Medium,87.0,63.0,58.0,67.0,58.0,73.0,57,60,56,57,39,70,61,69,55,63,83,91,73,49,80,74,75,80,76,67,54,53,61,57,58,65,57,63,60
11247,Midfielder,63,65,525000.0,950.0,26,172,70,PGE FKS Stal Mielec,Polish T-Mobile Ekstraklasa,2022.0,Poland,Right,2,2,1,Medium/High,62.0,45.0,55.0,62.0,60.0,65.0,40,38,52,65,39,57,46,50,62,62,65,60,81,58,77,55,65,74,59,52,68,60,59,52,32,55,58,65,61
11248,Defender,63,66,575000.0,2000.0,25,191,74,Barrow,English League Two,2023.0,England,Left,2,2,1,Medium/High,67.0,46.0,53.0,57.0,60.0,76.0,55,46,57,55,36,54,46,42,51,57,66,67,64,57,66,52,34,84,82,43,62,58,53,52,46,55,61,61,60
11249,Midfielder,63,64,475000.0,2000.0,28,179,75,Grenoble Foot 38,French Ligue 2,2023.0,Argentina,Right,3,2,1,Medium/High,66.0,54.0,56.0,59.0,61.0,74.0,49,41,60,64,49,54,51,36,57,59,69,63,73,63,74,74,71,80,76,67,64,60,57,52,41,61,60,62,62
11250,Midfielder,63,63,475000.0,3000.0,28,173,72,Club Atlético Aldosivi,Argentina Primera División,2022.0,Argentina,Right,2,3,1,Medium/Medium,76.0,57.0,67.0,67.0,48.0,56.0,62,49,50,68,34,65,68,69,68,68,78,74,74,64,76,69,78,34,64,67,59,56,63,68,55,55,45,48,39
11251,Forward,63,63,475000.0,2000.0,29,196,92,AFC Wimbledon,English League One,2022.0,England,Right,3,2,1,Medium/High,62.0,62.0,45.0,57.0,25.0,78.0,38,64,64,52,46,55,42,27,33,64,53,69,34,56,67,64,39,64,91,57,75,24,63,54,62,60,13,25,28
11252,Midfielder,63,69,750000.0,2000.0,24,173,66,CD Lugo,Spanish Segunda División,2022.0,Spain,Right,3,3,1,Medium/Medium,68.0,54.0,59.0,67.0,35.0,39.0,56,62,37,61,63,70,58,52,57,63,69,68,72,55,78,43,53,47,30,44,46,26,58,60,49,52,37,35,40
11253,Forward,63,67,675000.0,2000.0,25,189,86,Tromsø IL,Norwegian Eliteserien,2021.0,Norway,Right,4,2,1,High/Low,62.0,64.0,49.0,58.0,29.0,66.0,42,66,62,60,61,55,53,35,41,63,60,63,61,56,49,65,74,55,82,60,36,17,66,45,55,62,45,14,13
11254,Forward,63,64,550000.0,4000.0,27,189,75,FC Zürich,Swiss Super League,2022.0,Gambia,Left,2,2,1,Medium/Medium,88.0,61.0,54.0,60.0,33.0,64.0,49,62,55,58,55,64,55,42,50,49,88,88,71,65,69,66,72,69,63,54,59,17,62,60,59,55,40,30,27
11255,Defender,63,65,525000.0,2000.0,26,184,70,Pogoń Szczecin,Polish T-Mobile Ekstraklasa,2022.0,Poland,Right,2,2,1,Medium/High,47.0,34.0,48.0,48.0,62.0,71.0,42,32,60,59,37,41,38,36,46,52,52,43,57,55,61,31,83,71,72,34,65,63,46,42,41,53,62,62,63
11256,Midfielder,63,63,475000.0,4000.0,29,190,86,Swindon Town,English League Two,2022.0,England,Right,4,3,1,Medium/Medium,67.0,57.0,64.0,64.0,56.0,73.0,63,52,55,66,50,65,52,55,66,64,68,66,61,59,67,67,68,69,79,60,65,56,59,63,60,65,57,57,55
11257,Midfielder,63,63,475000.0,4000.0,29,171,63,Al Faisaly,Saudi Abdul L. Jameel League,2022.0,Saudi Arabia,Right,3,3,1,High/Medium,83.0,57.0,55.0,64.0,21.0,51.0,59,57,51,57,37,62,52,46,49,63,86,80,81,56,77,71,74,73,47,47,30,16,56,56,59,58,17,19,17
11258,Forward,63,63,500000.0,4000.0,28,182,80,Al Faisaly,Saudi Abdul L. Jameel League,2023.0,Saudi Arabia,Right,3,2,1,Medium/Medium,69.0,61.0,53.0,60.0,36.0,74.0,44,64,66,61,55,61,54,67,56,58,69,69,65,59,58,62,81,64,73,59,86,36,61,44,48,57,33,28,35
11259,Forward,63,63,400000.0,3000.0,31,179,74,SC Rheindorf Altach,Austrian Football Bundesliga,2023.0,Croatia,Right,2,2,1,High/Low,71.0,61.0,60.0,61.0,30.0,61.0,63,61,58,65,55,62,55,52,54,60,72,70,60,61,63,65,53,61,65,57,53,25,63,56,58,59,36,21,21
11260,Defender,63,63,325000.0,1000.0,32,175,74,Östersunds FK,Swedish Allsvenskan,2023.0,Ghana,Right,2,2,1,Medium/High,74.0,38.0,53.0,57.0,56.0,76.0,58,31,61,56,35,53,49,32,50,55,74,74,75,55,78,52,88,76,70,40,87,61,43,51,34,55,53,53,62
11261,Midfielder,63,63,475000.0,1000.0,28,183,80,GwangJu FC,Korean K League 1,2022.0,Korea Republic,Right,3,2,1,Medium/High,56.0,58.0,60.0,60.0,65.0,77.0,46,53,65,64,53,56,58,60,62,62,60,53,69,63,64,70,32,78,79,60,83,66,57,65,53,55,66,63,65
11262,Midfielder,63,63,400000.0,3000.0,31,185,80,Doncaster Rovers,English League One,2022.0,England,Right,4,3,1,Medium/Medium,65.0,61.0,62.0,64.0,52.0,64.0,62,60,50,64,58,62,61,55,59,63,66,64,71,61,69,64,69,67,67,62,53,50,60,61,62,63,52,54,51
11263,Midfielder,63,65,600000.0,950.0,26,180,76,Shamrock Rovers,Rep. Ireland Airtricity League,2021.0,Republic of Ireland,Right,3,2,1,Medium/Medium,57.0,56.0,62.0,61.0,61.0,71.0,61,52,57,63,51,58,59,58,64,63,55,59,62,61,64,62,60,79,69,58,70,62,57,63,63,68,62,61,60
11264,Defender,63,63,475000.0,3000.0,27,175,72,Al Faisaly,Saudi Abdul L. Jameel League,2024.0,Saudi Arabia,Right,3,2,1,Medium/Medium,71.0,38.0,52.0,59.0,59.0,72.0,53,29,60,56,24,57,50,47,50,59,70,71,68,59,64,56,78,77,72,41,64,59,57,47,36,51,56,60,62
11265,Midfielder,63,67,675000.0,2000.0,25,171,68,Gaz Metan Mediaş,Romanian Liga I,2023.0,Congo,Left,3,3,1,Medium/High,71.0,48.0,60.0,66.0,60.0,61.0,57,43,52,65,35,61,41,35,64,64,74,68,86,65,89,58,61,68,57,49,62,64,57,64,47,55,61,60,54
11266,Midfielder,63,63,475000.0,5000.0,28,178,66,Guangzhou FC,Chinese Super League,2021.0,China PR,Right,3,3,1,Medium/Medium,67.0,59.0,62.0,63.0,63.0,65.0,60,61,62,63,54,61,62,60,61,62,68,66,75,62,69,62,80,73,60,58,65,61,62,63,43,61,62,66,62
11267,Midfielder,63,63,475000.0,2000.0,28,170,67,Gangwon FC,Korean K League 1,2022.0,Korea Republic,Left,3,3,1,Medium/Medium,67.0,58.0,61.0,65.0,44.0,66.0,48,55,41,65,50,62,58,62,61,65,68,66,72,57,83,58,59,76,61,65,66,59,64,67,53,61,45,36,35
11268,Defender,63,63,425000.0,1000.0,29,177,72,Suwon Samsung Bluewings,Korean K League 1,2021.0,Korea Republic,Right,4,3,1,Medium/Medium,72.0,38.0,51.0,63.0,58.0,66.0,58,37,45,53,31,60,37,41,51,62,71,72,79,60,72,36,64,70,67,40,60,57,57,46,38,60,60,60,61
11269,Midfielder,63,67,675000.0,1000.0,25,182,71,Sarpsborg 08 FF,Norwegian Eliteserien,2022.0,Norway,Right,3,3,1,Medium/Medium,71.0,56.0,60.0,68.0,58.0,67.0,57,56,49,64,51,69,58,45,59,68,68,74,72,60,68,58,58,80,62,56,64,60,58,61,52,59,59,61,55
11270,Defender,63,63,400000.0,3000.0,30,180,77,Shanghai Shenhua FC,Chinese Super League,2021.0,China PR,Right,3,2,1,Low/Medium,70.0,35.0,53.0,58.0,63.0,72.0,55,37,58,60,20,55,53,27,51,58,71,70,70,57,64,37,66,86,68,26,65,66,51,47,35,54,63,64,62
11271,Defender,63,67,600000.0,4000.0,25,191,75,ESTAC Troyes,French Ligue 1,2022.0,France,Left,2,2,1,Low/Medium,36.0,26.0,45.0,41.0,63.0,73.0,31,19,63,60,29,35,30,38,49,48,38,34,31,55,52,37,49,62,82,28,70,60,21,33,37,48,61,67,63
11272,Defender,63,64,450000.0,2000.0,29,184,79,Gangwon FC,Korean K League 1,2022.0,Korea Republic,Right,3,2,1,Low/High,66.0,26.0,49.0,45.0,61.0,73.0,52,18,68,60,24,30,23,25,42,52,67,65,64,63,61,35,73,70,79,25,61,63,55,44,38,63,60,60,60
11273,Defender,63,68,650000.0,3000.0,25,180,75,Leyton Orient,English League Two,2022.0,Wales,Right,3,2,1,Medium/High,72.0,55.0,58.0,60.0,59.0,69.0,61,52,56,58,40,60,53,65,54,58,71,73,63,57,71,64,75,72,69,58,65,58,57,55,50,58,58,60,60
11274,Forward,63,67,700000.0,2000.0,24,188,76,Rochdale,English League Two,2023.0,England,Right,2,2,1,Medium/Medium,71.0,61.0,49.0,61.0,44.0,68.0,44,63,62,56,55,61,42,38,41,64,67,74,58,59,53,64,70,63,75,58,56,40,63,50,54,51,42,44,37
11275,Defender,63,63,400000.0,2000.0,29,185,78,Tranmere Rovers,English League Two,2022.0,England,Right,2,2,1,Low/High,58.0,27.0,41.0,46.0,62.0,75.0,32,21,63,51,30,39,28,28,46,48,52,62,59,57,61,43,72,72,75,24,78,61,31,35,28,44,62,62,62
11276,Defender,63,64,525000.0,3000.0,25,188,79,Bristol Rovers,English League Two,2023.0,England,Left,2,2,1,Medium/High,66.0,44.0,54.0,57.0,59.0,71.0,61,42,59,55,30,56,44,38,53,58,67,66,58,57,54,50,76,73,72,44,64,58,55,52,42,51,59,60,58
11277,Defender,63,67,625000.0,950.0,23,180,70,Östersunds FK,Swedish Allsvenskan,2022.0,Norway,Right,2,2,1,Medium/Medium,59.0,27.0,46.0,56.0,64.0,65.0,24,22,64,61,25,51,23,25,52,57,59,59,63,58,72,37,73,65,68,26,55,63,23,47,42,63,65,65,63
11278,Midfielder,63,66,650000.0,2000.0,23,174,62,Jagiellonia Białystok,Polish T-Mobile Ekstraklasa,2023.0,Poland,Left,2,3,1,Medium/Low,73.0,59.0,58.0,65.0,29.0,57.0,57,61,51,62,49,63,51,47,58,63,75,71,83,61,81,58,57,69,57,58,41,21,61,58,54,56,36,23,22
11279,Defender,63,68,650000.0,500.0,25,178,73,TSV Havelse,German 3. Bundesliga,2022.0,Germany,Left,2,2,1,High/Medium,73.0,41.0,55.0,63.0,57.0,63.0,63,40,51,57,33,63,60,63,48,63,75,72,73,51,74,45,84,75,60,39,49,56,48,44,47,44,56,60,57
11280,Midfielder,63,66,625000.0,2000.0,25,183,72,Ross County FC,Scottish Premiership,2022.0,Scotland,Right,3,3,1,Medium/Medium,80.0,57.0,57.0,63.0,46.0,56.0,62,55,42,58,48,60,45,64,54,62,76,83,81,53,73,61,36,69,61,59,30,34,57,55,57,59,48,51,50
11281,Midfielder,63,63,475000.0,2000.0,29,180,80,Rochdale,English League Two,2022.0,Northern Ireland,Right,3,3,1,High/Medium,70.0,59.0,61.0,66.0,56.0,52.0,63,60,43,62,52,68,56,50,62,64,72,68,67,62,62,55,48,68,51,62,36,59,63,62,57,62,55,59,53
11282,Midfielder,63,63,375000.0,500.0,32,182,75,Montevideo City Torque,Uruguayan Primera División,2021.0,Uruguay,Right,3,2,1,Medium/High,66.0,51.0,61.0,63.0,56.0,64.0,63,47,54,64,48,63,44,47,63,64,64,68,69,58,68,59,74,86,44,53,85,59,49,59,54,43,52,59,56
11283,Midfielder,63,63,475000.0,3000.0,29,173,70,Port Vale,English League Two,2023.0,England,Right,4,3,1,Medium/Medium,65.0,56.0,62.0,68.0,54.0,53.0,60,55,37,64,51,65,59,56,63,64,68,63,90,63,85,57,77,73,47,59,35,59,58,63,56,65,51,59,52
11284,Defender,63,63,425000.0,3000.0,30,174,69,Shanghai Shenhua FC,Chinese Super League,2022.0,China PR,Right,3,2,1,Medium/Medium,73.0,47.0,54.0,59.0,59.0,64.0,54,52,52,56,25,57,49,32,57,56,72,74,81,53,62,50,52,71,58,42,73,60,55,54,33,53,56,61,62
11285,Defender,63,63,425000.0,2000.0,28,182,83,Piast Gliwice,Polish T-Mobile Ekstraklasa,2023.0,Poland,Right,3,2,1,Medium/Medium,68.0,46.0,55.0,61.0,58.0,63.0,62,47,50,58,43,61,33,33,57,62,70,67,64,61,62,41,66,67,66,47,50,57,58,52,37,54,58,61,60
11286,Midfielder,63,64,575000.0,3000.0,26,178,74,Aalborg BK,Danish Superliga,2022.0,Denmark,Right,4,2,1,High/High,70.0,59.0,56.0,61.0,62.0,78.0,57,64,51,60,51,60,54,50,53,61,69,71,66,67,64,60,65,81,74,53,87,64,56,54,53,52,65,61,58
11287,Forward,63,67,675000.0,2000.0,25,192,83,Jeju United FC,Korean K League 1,2021.0,Poland,Right,3,2,1,Medium/Medium,74.0,59.0,51.0,58.0,26.0,71.0,41,58,65,57,59,57,53,39,49,62,73,75,57,59,50,67,54,66,81,54,58,22,61,56,61,49,20,23,22
11288,Defender,63,66,550000.0,700.0,26,193,83,FSV Zwickau,German 3. Bundesliga,2023.0,Italy,Right,3,2,1,Medium/Medium,65.0,45.0,55.0,56.0,62.0,72.0,48,38,65,61,44,54,50,47,58,58,66,65,57,62,51,56,44,66,81,48,66,52,42,52,52,62,65,64,61
11289,Defender,63,66,575000.0,3000.0,25,185,75,BSC Young Boys,Swiss Super League,2023.0,Switzerland,Right,3,2,1,Low/Medium,48.0,29.0,43.0,47.0,64.0,65.0,28,24,66,60,31,38,26,28,53,56,50,46,49,50,61,39,80,56,70,24,60,58,24,29,54,57,60,69,68
11290,Defender,63,65,525000.0,1000.0,26,189,74,1. FC Magdeburg,German 3. Bundesliga,2022.0,Germany,Left,3,2,1,Medium/Medium,59.0,28.0,52.0,54.0,63.0,71.0,57,20,64,59,27,53,23,55,55,57,56,62,48,59,60,46,73,72,74,24,60,60,32,39,45,53,64,63,63
11291,Midfielder,63,65,600000.0,1000.0,25,173,73,Östersunds FK,Swedish Allsvenskan,2021.0,England,Left,3,3,1,Medium/Medium,78.0,59.0,58.0,64.0,35.0,58.0,56,58,44,62,52,64,51,54,58,60,83,74,85,47,74,66,75,70,58,58,39,25,56,57,62,57,45,31,32
11292,Midfielder,63,66,625000.0,1000.0,25,192,78,Hallescher FC,German 3. Bundesliga,2022.0,Germany,Right,4,3,1,High/Medium,72.0,61.0,60.0,63.0,34.0,68.0,52,61,63,64,55,66,59,63,54,65,68,76,60,59,44,60,58,75,73,62,47,20,57,65,61,54,38,32,23
11293,Forward,63,63,500000.0,6000.0,28,181,75,Shanghai Port FC,Chinese Super League,2025.0,China PR,Right,3,3,1,Medium/High,77.0,60.0,55.0,60.0,44.0,69.0,60,59,64,58,56,59,63,39,49,58,81,74,71,69,60,63,66,63,69,57,76,39,62,52,64,58,43,41,43
11294,Midfielder,63,72,1000000.0,900.0,24,175,73,Macarthur FC,Australian Hyundai A-League,2022.0,Australia,Right,4,2,1,Medium/Medium,75.0,47.0,56.0,61.0,56.0,77.0,52,41,37,60,42,56,41,32,59,59,74,75,74,62,87,56,77,86,74,53,75,62,55,60,42,63,59,56,52
11295,Midfielder,63,64,575000.0,1000.0,26,183,82,1. FC Saarbrücken,German 3. Bundesliga,2022.0,Germany,Right,3,3,1,Medium/Medium,69.0,63.0,59.0,65.0,29.0,69.0,58,63,60,63,57,64,60,53,43,66,68,70,70,63,68,70,72,61,76,59,60,20,61,64,60,60,30,24,23
11296,Defender,63,66,575000.0,1000.0,25,185,70,IFK Norrköping,Swedish Allsvenskan,2021.0,Albania,Left,3,3,1,Medium/Medium,81.0,41.0,52.0,65.0,57.0,64.0,53,39,45,59,39,65,45,32,48,64,73,87,75,54,59,49,72,74,66,39,44,55,44,47,34,61,59,60,58
11297,Midfielder,63,69,750000.0,4000.0,24,175,64,Mansfield Town,English League Two,2022.0,Republic of Ireland,Right,3,3,1,Medium/High,67.0,58.0,62.0,66.0,56.0,65.0,58,57,55,65,49,63,63,51,63,63,68,66,84,58,83,61,54,73,62,59,63,57,60,64,56,62,54,58,53
11298,Defender,63,68,650000.0,2000.0,25,178,72,Harrogate Town,English League Two,2023.0,England,Left,3,2,1,High/Medium,74.0,39.0,54.0,61.0,61.0,54.0,62,38,57,57,35,62,36,35,52,58,73,75,71,56,68,42,58,54,52,35,60,61,58,51,42,53,62,62,62
11299,Midfielder,63,68,675000.0,3000.0,24,180,74,Bradford City,English League Two,2022.0,England,Right,2,2,1,High/Medium,77.0,45.0,57.0,63.0,59.0,70.0,52,42,53,62,42,63,42,44,60,61,76,78,68,59,71,49,73,78,63,46,75,58,57,59,48,58,59,61,59
11300,Midfielder,63,65,625000.0,1000.0,24,176,74,Östersunds FK,Swedish Allsvenskan,2022.0,England,Left,3,3,1,Medium/Medium,55.0,52.0,68.0,64.0,56.0,58.0,68,47,49,67,37,61,70,66,70,63,64,47,73,58,79,65,67,69,57,53,44,54,54,69,58,63,53,61,62
11301,Defender,63,70,925000.0,2000.0,23,184,74,Lincoln City,English League One,2024.0,Wales,Right,3,2,1,Medium/Medium,67.0,31.0,56.0,58.0,61.0,71.0,54,29,60,64,25,55,46,30,63,60,71,64,63,55,67,32,91,71,71,32,65,57,45,47,39,57,59,64,62
11302,Defender,63,64,500000.0,4000.0,27,177,70,Damac FC,Saudi Abdul L. Jameel League,2024.0,Saudi Arabia,Left,3,2,1,High/Medium,73.0,47.0,60.0,64.0,55.0,63.0,64,39,51,63,42,61,53,43,60,64,72,74,70,64,78,61,66,76,64,49,45,51,64,57,43,56,53,60,54
11303,Midfielder,63,68,725000.0,2000.0,24,183,76,WSG Tirol,Austrian Football Bundesliga,2022.0,Austria,Right,3,2,1,Medium/Medium,65.0,58.0,63.0,63.0,58.0,62.0,62,58,50,66,49,60,53,55,63,64,65,65,68,58,79,58,56,67,60,61,60,63,58,63,47,57,58,60,53
11304,Midfielder,63,66,575000.0,1000.0,25,176,70,Wisła Płock,Polish T-Mobile Ekstraklasa,2022.0,Slovakia,Left,3,2,1,Medium/High,52.0,52.0,58.0,60.0,60.0,69.0,56,47,53,63,44,56,56,42,57,62,52,52,62,61,72,62,60,88,65,59,56,60,52,56,43,62,61,62,59
11305,Defender,63,63,110000.0,2000.0,38,172,73,Club Atlético Sarmiento,Argentina Primera División,2021.0,Argentina,Right,2,2,1,High/Medium,63.0,40.0,51.0,61.0,60.0,67.0,48,36,48,57,36,58,40,43,55,60,59,66,65,74,74,45,70,69,63,40,73,63,40,43,53,63,59,62,61
11306,Defender,63,69,725000.0,2000.0,22,180,65,Milton Keynes Dons,English League One,2022.0,Scotland,Left,3,2,1,High/Medium,74.0,43.0,54.0,59.0,58.0,63.0,57,40,49,58,34,58,48,42,52,57,74,74,72,55,70,49,78,74,55,43,64,58,54,52,45,54,59,60,60
11307,Defender,63,67,600000.0,800.0,26,183,75,St. Patrick's Athletic,Rep. Ireland Airtricity League,2021.0,Republic of Ireland,Left,3,2,1,Low/High,52.0,44.0,56.0,58.0,62.0,70.0,54,37,60,62,35,60,45,30,57,57,54,51,56,58,51,56,72,74,70,46,64,61,50,55,52,63,62,64,62
11308,Defender,63,68,625000.0,1000.0,26,187,75,Sarpsborg 08 FF,Norwegian Eliteserien,2021.0,Côte d'Ivoire,Right,3,2,1,Low/Medium,39.0,29.0,39.0,40.0,63.0,73.0,35,22,66,49,33,35,29,35,37,43,42,36,43,53,31,47,77,54,85,24,65,57,29,29,39,53,62,66,62
11309,Forward,63,66,675000.0,3000.0,24,185,73,Harrogate Town,English League Two,2023.0,England,Right,3,2,1,Medium/Low,72.0,61.0,43.0,61.0,25.0,69.0,30,63,61,56,56,59,43,32,32,61,70,74,67,60,68,63,72,67,78,58,50,19,62,46,60,55,21,23,18
11310,Forward,63,68,725000.0,3000.0,24,189,80,Çaykur Rizespor,Turkish Süper Lig,2023.0,Turkey,Right,3,3,1,High/Low,60.0,64.0,52.0,61.0,28.0,71.0,40,68,56,62,55,59,42,42,50,64,60,60,60,60,64,67,67,70,79,57,53,23,62,55,64,57,28,26,20
11311,Midfielder,63,68,700000.0,1000.0,25,182,66,Pau FC,French Ligue 2,2026.0,France,Left,4,3,1,High/Low,71.0,62.0,54.0,66.0,28.0,46.0,43,62,55,59,59,66,58,35,47,65,69,73,75,55,64,61,69,33,55,65,32,20,61,63,62,62,34,23,16
11312,Defender,63,67,650000.0,950.0,23,180,77,Östersunds FK,Swedish Allsvenskan,2021.0,Ghana,Left,2,2,1,Medium/Medium,81.0,34.0,56.0,64.0,52.0,69.0,61,30,41,57,35,63,54,45,51,61,80,81,80,55,76,41,79,72,74,32,52,54,45,56,37,53,50,56,57
11313,Midfielder,63,63,475000.0,2000.0,30,179,73,Pohang Steelers,Korean K League 1,2021.0,Korea Republic,Left,3,3,1,Medium/Medium,58.0,60.0,63.0,62.0,57.0,61.0,63,57,48,66,44,63,65,40,64,62,55,61,64,62,61,68,56,63,68,65,44,59,68,62,44,59,49,65,62
11314,Midfielder,63,71,1100000.0,2000.0,23,170,69,Crewe Alexandra,English League One,2024.0,England,Left,3,3,1,Medium/Medium,73.0,60.0,61.0,66.0,52.0,49.0,52,61,41,65,42,64,53,50,63,63,76,71,86,59,80,63,37,71,45,60,36,53,62,64,50,61,52,55,48
11315,Midfielder,63,69,750000.0,4000.0,23,180,74,Mansfield Town,English League Two,2023.0,England,Right,3,2,1,Medium/Medium,66.0,58.0,60.0,64.0,56.0,62.0,55,58,60,66,50,62,47,34,63,64,68,64,66,61,78,62,62,73,55,60,65,59,60,62,44,60,53,58,53
11316,Defender,63,63,425000.0,2000.0,28,174,74,Ulsan Hyundai FC,Korean K League 1,2021.0,Korea Republic,Right,3,2,1,Medium/Medium,77.0,28.0,49.0,59.0,59.0,67.0,61,31,42,53,26,59,28,31,43,55,78,76,63,57,81,23,63,61,76,21,54,59,59,44,23,51,58,64,64
11317,Midfielder,63,64,575000.0,2000.0,25,167,67,Fútbol Club Juárez,Mexican Liga MX,2022.0,Mexico,Right,3,2,1,Medium/Medium,80.0,48.0,59.0,64.0,55.0,61.0,47,41,60,66,39,63,54,45,57,61,79,80,83,60,86,56,54,66,56,54,67,61,61,63,47,44,50,56,52
11318,Midfielder,63,68,675000.0,3000.0,22,180,69,Northampton Town,English League Two,2022.0,England,Right,3,2,1,Medium/High,69.0,52.0,58.0,62.0,59.0,65.0,48,51,43,64,40,60,46,38,62,62,67,71,67,59,69,57,51,72,61,55,71,62,57,60,44,59,59,61,59
11319,Defender,63,70,900000.0,2000.0,24,177,75,CD Lugo,Spanish Segunda División,2022.0,Spain,Right,3,2,1,Medium/Medium,61.0,31.0,46.0,46.0,63.0,67.0,36,23,59,61,32,35,29,32,45,54,53,68,52,58,66,47,75,71,66,28,60,62,30,37,46,58,60,66,64
11320,Defender,63,66,575000.0,4000.0,25,190,80,Bradford City,English League Two,2023.0,Republic of Ireland,Right,3,2,1,High/High,55.0,31.0,42.0,46.0,61.0,77.0,31,28,63,53,29,42,30,30,47,48,57,53,42,58,48,43,80,79,80,28,66,60,30,35,34,60,61,62,61
11321,Midfielder,63,66,625000.0,1000.0,26,181,80,Lillestrøm SK,Norwegian Eliteserien,2022.0,Norway,Right,2,2,1,Medium/Medium,65.0,54.0,64.0,63.0,56.0,68.0,65,47,49,64,53,61,67,66,61,64,66,65,65,62,66,65,62,77,69,58,57,56,62,62,58,64,49,64,57
11322,Defender,63,69,700000.0,3000.0,23,191,77,Bradford City,English League Two,2022.0,Republic of Ireland,Right,3,2,1,Medium/Medium,51.0,21.0,39.0,46.0,62.0,77.0,22,17,59,51,21,40,27,22,47,48,55,48,50,58,63,34,71,70,82,16,76,60,30,35,24,49,65,62,61
11323,Defender,63,68,650000.0,3000.0,24,190,77,Scunthorpe United,English League Two,2022.0,England,Right,3,2,1,Medium/Medium,55.0,31.0,43.0,50.0,62.0,75.0,33,25,63,53,31,47,34,33,44,54,57,54,44,57,50,43,75,68,83,31,63,60,30,40,40,53,62,63,61
11324,Defender,63,63,475000.0,800.0,27,179,75,ATK Mohun Bagan FC,Indian Super League,2022.0,India,Right,3,2,1,Low/High,72.0,39.0,48.0,53.0,60.0,76.0,51,37,59,52,36,49,43,40,47,50,70,74,69,55,72,45,67,90,70,37,74,63,48,43,43,55,58,60,59
11325,Defender,63,63,425000.0,2000.0,29,175,70,LA Galaxy,USA Major League Soccer,2021.0,Jamaica,Right,3,3,1,Medium/Medium,73.0,36.0,56.0,66.0,60.0,56.0,55,29,50,62,40,64,57,37,58,64,75,72,79,61,75,47,52,53,52,32,72,61,58,50,44,59,62,61,60
11326,Defender,63,69,675000.0,1000.0,25,186,82,Tromsø IL,Norwegian Eliteserien,2023.0,Norway,Right,3,2,1,Medium/Medium,55.0,35.0,47.0,48.0,63.0,66.0,35,36,64,60,35,42,28,26,56,47,55,55,59,55,72,39,89,55,74,32,56,62,28,38,37,58,63,63,60
