position,overall,potential,value_eur,wage_eur,age,height_cm,weight_kg,club_name,league_name,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle
2,67,76,2200000.0,6000.0,21,189,82,FC Girondins de Bordeaux,French Ligue 1,2026.0,Cameroon,1,3,2,1,4,53.0,57.0,62.0,61.0,63.0,76.0,52,49,58,69,44,60,51,50,64,67,51,55,52,63,53,72,62,72,83,63,69,66,52,62,54,60,59,67,59
0,67,79,2400000.0,2000.0,21,174,67,Real Sporting de Gijón,Spanish Segunda División,2025.0,Spain,1,3,2,1,5,77.0,36.0,54.0,66.0,64.0,66.0,55,32,55,65,33,70,55,44,50,60,75,79,71,59,77,37,65,73,60,34,72,62,69,39,47,50,64,66,66
2,67,81,2500000.0,5000.0,20,174,64,PSV,Holland Eredivisie,2022.0,United States,1,2,3,1,4,75.0,59.0,66.0,72.0,47.0,45.0,60,61,40,69,53,72,64,60,65,70,78,72,84,57,77,59,54,60,37,58,44,52,61,67,58,62,42,51,46
2,67,78,2200000.0,500.0,21,170,68,Club Libertad,Paraguayan Primera División,2021.0,Paraguay,1,3,2,1,5,67.0,41.0,61.0,67.0,64.0,56.0,50,33,44,71,28,65,37,35,68,72,72,62,62,68,76,42,60,61,55,55,51,72,53,60,45,54,64,65,63
2,67,67,875000.0,5000.0,29,189,85,Universitatea Craiova,Romanian Liga I,2024.0,Romania,1,3,2,1,4,61.0,49.0,56.0,56.0,66.0,72.0,42,46,64,66,42,53,39,38,63,59,63,60,59,65,55,56,66,71,74,48,71,66,51,56,49,59,68,65,68
1,67,67,1000000.0,1000.0,28,179,77,Sportclub Verl,German 3. Bundesliga,2022.0,Germany,1,5,3,1,5,77.0,61.0,66.0,69.0,29.0,61.0,63,62,43,70,50,70,51,58,64,64,80,74,83,58,82,65,60,76,59,56,45,28,63,68,58,59,26,28,24
2,67,76,2300000.0,7000.0,22,190,78,1. FC Heidenheim 1846,German 2. Bundesliga,2023.0,Germany,1,3,2,1,4,63.0,57.0,63.0,61.0,67.0,76.0,57,57,68,69,33,59,44,33,67,67,62,64,57,64,50,66,61,85,78,60,63,70,58,66,40,64,69,65,60
0,67,79,2400000.0,500.0,21,190,82,Dinamo Zagreb,Croatian Prva HNL,2025.0,Croatia,1,3,2,1,3,66.0,27.0,46.0,57.0,67.0,73.0,43,22,70,60,26,51,29,22,54,65,69,64,57,65,43,38,70,69,77,23,69,66,28,29,39,63,67,65,67
2,67,82,2400000.0,2000.0,19,177,72,Real Zaragoza,Spanish Segunda División,2024.0,Spain,1,4,2,1,4,63.0,58.0,67.0,69.0,55.0,60.0,55,58,55,73,56,68,60,57,70,73,62,63,68,61,72,60,50,67,60,57,52,53,57,69,59,68,48,62,56
2,67,82,2400000.0,2000.0,18,176,70,Racing Club,Argentina Primera División,2025.0,Argentina,1,3,2,1,4,80.0,64.0,61.0,73.0,46.0,55.0,54,65,60,66,55,73,70,49,64,72,82,79,84,60,82,67,70,58,55,63,49,43,62,59,52,59,45,45,43
1,67,81,2400000.0,4000.0,18,181,67,Athletic Club de Bilbao,Spain Primera Division,2024.0,Spain,1,4,4,1,4,82.0,64.0,59.0,70.0,21.0,54.0,64,66,70,62,51,70,63,57,45,69,86,79,84,51,74,65,66,55,62,60,29,12,64,57,62,68,16,16,17
2,67,86,2600000.0,6000.0,18,178,63,Fulham,English League Championship,2022.0,England,1,4,3,1,4,75.0,60.0,60.0,70.0,34.0,46.0,51,68,36,66,51,69,59,51,58,70,77,73,78,59,85,53,59,56,44,56,33,32,69,63,40,64,41,30,27
1,67,73,1600000.0,5000.0,23,170,71,AS Nancy Lorraine,French Ligue 2,2023.0,France,1,2,3,1,5,80.0,67.0,56.0,67.0,22.0,65.0,54,70,57,61,58,65,52,41,52,64,79,81,77,67,86,64,61,76,67,64,48,19,71,59,60,68,17,19,16
0,67,76,2200000.0,2000.0,23,184,76,Portimonense SC,Portuguese Liga ZON SAGRES,2024.0,Guinea Bissau,0,2,2,1,4,73.0,50.0,58.0,62.0,64.0,66.0,68,38,57,58,40,63,60,63,54,62,71,75,64,63,50,72,70,70,66,59,62,62,52,47,44,58,64,66,64
2,67,81,2500000.0,3000.0,21,175,73,Real Sporting de Gijón,Spanish Segunda División,2025.0,Spain,1,4,3,1,4,80.0,72.0,60.0,69.0,32.0,65.0,58,70,48,63,67,68,65,51,60,68,81,79,80,55,77,79,65,73,65,74,57,33,65,58,61,60,30,28,31
2,67,81,2500000.0,3000.0,20,175,72,Beşiktaş JK,Turkish Süper Lig,2022.0,Germany,0,4,3,1,4,69.0,64.0,65.0,74.0,51.0,59.0,58,60,49,70,55,75,57,60,65,73,74,64,83,61,83,79,51,64,57,63,59,49,52,66,59,62,50,54,49
0,67,71,1400000.0,2000.0,24,188,79,St. Johnstone FC,Scottish Premiership,2022.0,Scotland,1,3,2,1,4,76.0,43.0,58.0,63.0,59.0,79.0,67,33,67,61,28,63,40,34,55,65,75,76,64,56,64,62,81,82,77,48,81,58,58,55,43,52,54,62,61
1,67,79,2500000.0,9000.0,22,186,77,FC Midtjylland,Danish Superliga,2026.0,Brazil,1,4,2,1,6,86.0,66.0,53.0,70.0,43.0,63.0,55,65,70,51,64,73,58,45,42,70,84,87,78,50,50,68,48,75,58,66,65,30,68,65,66,65,50,38,31
1,67,67,500000.0,1000.0,34,175,73,Bengaluru FC,Indian Super League,2022.0,Brazil,1,4,3,1,5,76.0,67.0,61.0,67.0,22.0,65.0,56,68,63,64,60,66,63,59,57,65,77,76,70,63,82,72,69,78,66,63,45,15,65,63,67,66,19,18,16
2,67,72,1500000.0,6000.0,23,189,77,Stade Brestois 29,French Ligue 1,2023.0,France,0,2,3,1,4,73.0,56.0,60.0,62.0,49.0,74.0,62,65,71,66,41,64,53,31,52,69,73,73,38,66,57,44,68,71,78,49,69,51,64,60,56,58,44,48,41
2,67,76,2300000.0,8000.0,22,169,60,Stade de Reims,French Ligue 1,2024.0,France,0,2,4,1,3,79.0,61.0,63.0,73.0,24.0,40.0,65,62,32,64,65,72,63,66,59,71,82,76,91,53,91,57,56,53,31,64,43,17,59,63,62,56,32,20,21
1,67,75,2300000.0,8000.0,22,184,79,SpVgg Greuther Fürth,German 1. Bundesliga,2024.0,Nigeria,1,4,2,1,4,82.0,66.0,43.0,67.0,22.0,62.0,39,71,59,49,53,69,59,30,30,66,81,83,68,65,68,66,62,69,68,57,39,17,69,44,62,61,24,14,16
2,67,70,1200000.0,3000.0,25,181,76,SV Wehen Wiesbaden,German 3. Bundesliga,2023.0,Germany,1,4,2,1,4,66.0,44.0,59.0,59.0,62.0,73.0,48,38,51,63,32,54,37,38,66,61,67,66,65,63,71,58,64,90,62,45,82,62,56,67,41,57,68,63,52
0,67,70,1200000.0,5000.0,25,174,71,SG Dynamo Dresden,German 2. Bundesliga,2022.0,Georgia,0,3,2,1,5,75.0,48.0,59.0,65.0,64.0,66.0,65,49,56,64,25,66,40,38,57,64,76,74,71,55,77,54,75,72,63,46,66,64,58,54,34,56,67,65,64
2,67,71,1500000.0,5000.0,24,189,84,RZ Pellets Wolfsberger AC,Austrian Football Bundesliga,2022.0,Israel,1,3,3,1,5,70.0,66.0,68.0,65.0,51.0,66.0,60,67,55,72,56,66,68,70,70,68,68,72,62,58,52,66,50,69,75,68,42,58,62,67,67,64,48,48,46
2,67,82,2400000.0,6000.0,19,174,69,Girona FC,Spanish Segunda División,2022.0,Spain,1,4,3,1,4,66.0,70.0,63.0,71.0,39.0,46.0,65,70,41,63,61,74,63,58,66,73,65,66,65,52,67,73,40,55,46,71,34,37,71,58,55,64,40,39,38
2,67,79,2400000.0,8000.0,20,179,71,AS Saint-Étienne,French Ligue 1,2024.0,France,1,3,3,1,4,67.0,55.0,64.0,70.0,66.0,61.0,58,55,61,69,39,70,47,47,66,71,68,66,75,66,65,59,55,58,60,56,70,64,64,68,50,67,66,68,66
2,67,80,2400000.0,9000.0,19,180,73,Borussia Dortmund,German 1. Bundesliga,2023.0,Germany,1,3,3,1,4,84.0,55.0,59.0,71.0,35.0,51.0,60,61,32,68,55,73,62,41,44,70,87,82,77,60,75,54,60,65,48,47,40,37,59,56,41,58,39,29,38
1,67,79,2400000.0,4000.0,18,183,80,FC Girondins de Bordeaux,French Ligue 1,2023.0,France,1,3,3,1,4,72.0,64.0,49.0,65.0,26.0,65.0,40,67,74,57,56,65,48,41,45,66,70,73,66,64,57,64,79,64,71,60,49,22,68,47,62,65,18,23,19
2,67,68,1200000.0,3000.0,25,180,78,Wisła Kraków,Polish T-Mobile Ekstraklasa,2024.0,Israel,1,3,3,1,4,73.0,66.0,65.0,67.0,22.0,68.0,67,66,63,65,64,68,66,64,57,68,73,73,68,57,61,67,71,65,74,64,58,15,64,70,70,61,18,18,15
0,67,77,2100000.0,4000.0,23,192,85,Atakaş Hatayspor,Turkish Süper Lig,2023.0,Turkey,1,2,2,1,3,55.0,36.0,43.0,45.0,67.0,73.0,26,31,68,56,29,39,38,32,56,50,54,55,46,59,42,53,72,55,83,28,73,64,30,33,48,49,65,70,69
2,67,76,2300000.0,4000.0,22,173,69,K Beerschot VA,Belgian Jupiler Pro League,2022.0,Gambia,0,3,3,1,6,84.0,60.0,56.0,74.0,40.0,56.0,58,60,28,62,56,75,41,38,50,71,88,81,90,52,78,65,81,66,46,58,63,44,59,56,56,71,38,44,39
1,67,78,2300000.0,8000.0,20,183,75,FC Red Bull Salzburg,Austrian Football Bundesliga,2025.0,Austria,1,3,2,1,4,83.0,66.0,49.0,67.0,21.0,62.0,41,68,67,56,68,66,63,58,32,64,82,84,83,60,73,66,84,60,66,61,48,21,66,51,72,68,18,13,12
1,67,77,2200000.0,12000.0,20,182,72,SC Heerenveen,Holland Eredivisie,2022.0,Netherlands,1,5,3,1,3,87.0,65.0,56.0,69.0,24.0,63.0,63,65,58,59,63,71,49,45,45,67,85,89,79,59,68,70,75,64,71,61,39,11,63,55,59,48,23,21,23
0,67,70,1300000.0,3000.0,24,178,73,Lech Poznań,Polish T-Mobile Ekstraklasa,2025.0,Portugal,1,3,2,1,5,70.0,41.0,59.0,65.0,62.0,61.0,70,34,49,65,50,66,52,49,51,66,72,69,69,61,69,52,54,72,59,40,52,68,53,49,42,50,60,63,65
0,67,73,1500000.0,2000.0,24,194,90,Portimonense SC,Portuguese Liga ZON SAGRES,2022.0,Brazil,1,2,2,1,4,55.0,30.0,43.0,46.0,65.0,76.0,29,22,66,59,33,41,26,31,52,49,55,55,41,68,43,52,70,66,80,22,79,65,28,30,40,55,64,66,63
1,67,80,2500000.0,9000.0,20,185,79,OGC Nice,French Ligue 1,2026.0,France,1,3,3,1,4,76.0,65.0,52.0,66.0,23.0,68.0,48,68,63,55,60,67,56,49,47,68,74,77,67,58,59,68,59,62,77,56,56,15,68,52,61,66,17,21,18
0,67,74,1900000.0,2000.0,23,179,77,CD Tondela,Portuguese Liga ZON SAGRES,2022.0,Algeria,0,2,2,1,4,67.0,44.0,49.0,69.0,65.0,66.0,54,34,50,58,28,70,32,34,54,72,68,67,57,71,65,75,59,73,63,34,67,67,58,34,46,61,67,67,64
0,67,72,1300000.0,2000.0,26,197,85,Warta Poznań,Polish T-Mobile Ekstraklasa,2022.0,Finland,1,2,3,1,5,57.0,32.0,54.0,49.0,68.0,69.0,44,29,64,58,29,45,38,29,65,53,61,54,46,65,39,45,64,58,80,22,58,69,33,59,41,64,71,68,65
0,67,70,1200000.0,5000.0,26,178,74,Göztepe SK,Turkish Süper Lig,2022.0,Bosnia and Herzegovina,0,2,2,1,5,72.0,60.0,66.0,65.0,60.0,69.0,73,47,51,62,56,67,74,72,66,61,74,71,73,62,69,76,64,74,69,73,65,61,62,61,53,57,60,63,62
0,67,79,2400000.0,2000.0,21,177,72,Real Sporting de Gijón,Spanish Segunda División,2022.0,Spain,0,2,2,1,5,76.0,33.0,55.0,63.0,62.0,67.0,60,30,49,62,31,62,45,37,56,59,77,75,71,65,78,38,66,79,59,28,71,65,54,42,40,56,61,66,64
0,67,77,2100000.0,6000.0,20,192,87,1. FC Köln,German 1. Bundesliga,2024.0,Germany,1,3,2,1,4,52.0,28.0,42.0,49.0,68.0,72.0,26,25,64,58,22,47,25,26,45,49,54,50,50,60,47,48,72,62,78,20,69,66,19,38,31,52,67,71,67
1,67,79,2500000.0,30000.0,21,178,63,Real Madrid CF,Spain Primera Division,2022.0,Spain,1,4,4,1,4,81.0,60.0,59.0,68.0,19.0,48.0,68,66,42,61,40,70,44,42,46,69,79,83,70,52,69,56,51,50,53,57,30,14,62,66,59,59,12,21,22
0,67,73,1500000.0,5000.0,21,174,67,SK Sturm Graz,Austrian Football Bundesliga,2023.0,Bosnia and Herzegovina,1,4,2,1,5,75.0,43.0,62.0,66.0,63.0,62.0,66,26,46,60,41,66,64,68,57,65,73,77,74,59,80,67,73,71,56,54,64,66,60,62,36,58,64,65,64
0,67,78,2100000.0,24000.0,21,184,76,Cádiz CF,Spain Primera Division,2022.0,Spain,1,5,2,1,3,68.0,23.0,36.0,35.0,69.0,66.0,28,19,62,55,29,18,25,26,23,48,63,72,45,63,58,31,75,54,72,20,62,69,21,28,35,48,68,73,70
1,67,69,1300000.0,500.0,25,185,79,Club Universitario de Deportes,Peruvian Primera División,2023.0,Peru,0,3,3,1,4,69.0,69.0,46.0,65.0,19.0,60.0,34,72,57,53,60,68,55,35,38,64,69,69,63,66,58,73,58,64,70,60,29,17,71,50,62,56,12,15,15
0,67,72,1300000.0,5000.0,25,188,78,Gimnasia y Esgrima La Plata,Argentina Primera División,2023.0,Uruguay,1,3,2,1,4,66.0,35.0,44.0,51.0,69.0,63.0,31,33,71,53,47,45,34,27,46,49,68,64,70,69,54,42,71,54,67,25,60,74,52,44,38,61,67,68,67
2,67,74,1900000.0,500.0,25,182,73,Club Atlético Rentistas,Uruguayan Primera División,2021.0,Uruguay,1,3,2,1,3,59.0,36.0,58.0,61.0,64.0,65.0,35,33,56,65,30,58,33,35,72,66,62,56,46,67,72,45,65,62,70,34,56,69,36,70,45,68,60,69,55
1,67,83,2600000.0,3000.0,18,179,67,Newcastle United,English Premier League,2022.0,Mexico,1,3,3,1,4,75.0,63.0,60.0,71.0,25.0,65.0,58,65,64,68,49,71,42,34,55,71,76,74,77,65,75,59,65,69,73,63,40,21,71,65,71,62,21,21,20
0,67,79,2300000.0,5000.0,19,184,73,TSG Hoffenheim,German 1. Bundesliga,2024.0,Germany,0,3,2,1,4,62.0,53.0,64.0,71.0,58.0,52.0,67,54,38,69,48,73,54,52,64,74,64,61,68,66,68,59,54,66,47,49,47,63,44,56,55,57,60,61,57
0,67,67,825000.0,500.0,30,186,78,Club Universitario de Deportes,Peruvian Primera División,2021.0,Uruguay,1,2,2,1,4,56.0,24.0,36.0,41.0,69.0,70.0,27,23,60,51,28,23,23,28,28,60,56,56,51,54,55,31,71,61,70,15,80,70,27,32,30,48,72,68,65
1,67,67,825000.0,500.0,32,175,70,Guaireña FC,Paraguayan Primera División,2021.0,Paraguay,1,3,2,1,4,60.0,70.0,42.0,62.0,21.0,55.0,29,76,65,55,70,62,33,33,37,65,58,62,50,68,74,68,69,50,68,60,26,10,68,41,58,47,19,16,15
1,67,67,1100000.0,500.0,27,172,70,Club Libertad,Paraguayan Primera División,2024.0,Paraguay,0,3,2,1,4,79.0,64.0,60.0,68.0,24.0,47.0,65,63,41,63,50,72,35,36,55,61,79,79,72,61,79,66,43,65,46,68,28,21,65,65,52,64,18,26,28
0,67,74,1900000.0,3000.0,23,190,82,Clube Sport Marítimo,Portuguese Liga ZON SAGRES,2022.0,Brazil,0,3,2,1,4,65.0,33.0,42.0,42.0,68.0,71.0,35,28,65,53,39,31,25,29,41,47,62,67,53,66,66,43,73,68,75,29,63,71,32,36,48,48,69,68,66
0,67,67,750000.0,500.0,31,175,72,Club Atlético Palmaflor,Liga de Fútbol Profesional Boliviano,2021.0,Bolivia,1,3,2,1,5,69.0,32.0,55.0,60.0,64.0,60.0,67,25,50,59,55,57,40,45,60,65,70,69,60,64,60,35,60,65,60,30,55,65,53,40,50,47,63,70,65
0,67,69,1200000.0,500.0,24,178,79,Universidad Técnica de Cajamarca,Peruvian Primera División,2021.0,Peru,1,3,2,1,4,76.0,43.0,52.0,56.0,61.0,61.0,70,59,55,65,29,52,34,31,38,55,76,76,67,62,65,27,57,71,61,26,47,60,43,32,39,52,55,68,65
2,67,73,1600000.0,500.0,21,173,59,Club Social y Deportivo Macará,Ecuadorian Serie A,2023.0,Ecuador,1,3,3,1,4,76.0,55.0,61.0,66.0,42.0,47.0,66,66,40,66,32,68,40,33,56,64,77,76,72,66,63,39,47,58,40,54,49,36,67,64,42,49,38,48,46
0,67,72,1400000.0,500.0,25,177,70,Montevideo City Torque,Uruguayan Primera División,2021.0,Uruguay,1,2,2,1,6,71.0,27.0,50.0,60.0,64.0,55.0,62,28,57,59,23,51,33,36,41,69,70,72,70,67,65,22,57,70,50,24,47,65,40,39,37,47,65,64,61
2,67,74,2000000.0,500.0,24,182,70,LDU Quito,Ecuadorian Serie A,2024.0,Uruguay,1,3,3,1,4,67.0,60.0,58.0,66.0,55.0,57.0,40,65,40,68,35,63,36,45,61,75,70,64,59,70,59,55,58,74,50,62,55,64,67,64,48,47,42,65,58
1,67,73,1600000.0,5000.0,23,178,73,Club Atlético Huracán,Argentina Primera División,2022.0,Uruguay,1,2,3,1,4,59.0,68.0,43.0,61.0,29.0,62.0,22,72,68,66,67,61,39,34,26,66,59,59,56,65,59,67,65,61,70,65,44,27,66,38,50,47,20,26,25
0,67,82,2300000.0,10000.0,19,191,80,U.C. Sampdoria,Italian Serie A,2022.0,Romania,1,3,2,1,5,69.0,30.0,45.0,53.0,67.0,71.0,36,20,67,54,38,50,37,33,48,53,68,69,60,63,57,47,72,68,77,30,58,64,24,40,49,58,60,75,73
2,67,76,2300000.0,500.0,23,177,70,Club Cerro Porteño,Paraguayan Primera División,2021.0,Paraguay,1,3,2,1,4,78.0,62.0,61.0,68.0,43.0,57.0,75,66,65,61,46,70,70,68,42,68,75,81,72,50,73,71,54,70,55,49,44,35,65,57,54,61,46,37,42
2,67,77,2100000.0,4000.0,19,175,65,FC Girondins de Bordeaux,French Ligue 1,2024.0,France,1,3,2,1,5,67.0,47.0,67.0,67.0,64.0,59.0,65,41,62,72,38,64,50,44,69,69,69,66,67,65,80,58,64,73,50,45,62,65,59,69,55,65,62,66,61
2,67,68,1200000.0,500.0,26,175,69,Club Deportivo Guabirá,Liga de Fútbol Profesional Boliviano,2021.0,Bolivia,1,3,3,1,5,65.0,56.0,70.0,63.0,58.0,62.0,69,55,55,71,55,65,71,73,70,61,66,65,61,65,68,45,62,80,55,65,55,60,65,68,70,55,49,65,61
0,67,71,1300000.0,500.0,25,178,71,Club Deportivo Guabirá,Liga de Fútbol Profesional Boliviano,2021.0,Bolivia,1,3,3,1,5,71.0,33.0,53.0,64.0,63.0,62.0,65,33,59,61,31,68,38,65,33,61,71,71,62,60,65,30,60,75,61,25,49,68,45,44,61,48,65,61,60
2,67,72,1500000.0,4000.0,24,172,63,Urawa Red Diamonds,Japanese J. League Division 1,2022.0,Japan,0,4,2,1,5,75.0,62.0,65.0,70.0,55.0,53.0,59,58,41,68,57,70,63,64,66,68,79,71,75,63,78,70,59,70,41,66,60,61,68,66,57,63,57,56,48
1,67,75,2300000.0,2000.0,21,189,82,FC Schalke 04,German 2. Bundesliga,2022.0,Germany,1,3,3,1,4,65.0,67.0,50.0,64.0,28.0,66.0,45,69,64,59,64,62,52,39,34,67,61,69,67,65,55,70,49,64,74,61,52,22,68,51,62,62,26,25,23
2,67,76,2300000.0,950.0,21,181,75,Junior FC,Colombian Liga Postobón,2022.0,Colombia,1,3,2,1,5,67.0,55.0,70.0,60.0,60.0,65.0,62,51,61,76,51,56,49,47,75,65,68,67,64,60,63,61,64,71,65,56,57,65,55,76,61,55,68,51,56
2,67,75,2300000.0,4000.0,21,179,70,Vélez Sarsfield,Argentina Primera División,2023.0,Argentina,1,4,2,1,4,71.0,51.0,65.0,69.0,61.0,71.0,56,49,71,74,41,67,52,45,73,73,72,70,71,62,76,59,82,81,66,52,68,52,48,60,43,54,54,68,69
1,67,77,2300000.0,4000.0,22,185,75,Huddersfield Town,English League Championship,2024.0,England,1,3,3,1,4,86.0,59.0,63.0,66.0,37.0,60.0,71,60,42,63,50,68,72,57,54,67,88,84,69,54,66,63,43,71,59,56,55,23,59,60,53,55,33,51,32
1,67,67,1000000.0,2000.0,28,173,65,Sagan Tosu,Japanese J. League Division 1,2023.0,Nigeria,1,3,3,1,4,81.0,67.0,58.0,68.0,25.0,57.0,61,67,63,63,67,67,43,48,46,64,83,80,83,61,75,72,82,56,63,63,38,16,70,63,66,71,18,26,23
0,67,76,2100000.0,4000.0,20,192,84,Boavista FC,Portuguese Liga ZON SAGRES,2025.0,Ecuador,1,2,2,1,3,62.0,31.0,36.0,39.0,68.0,73.0,31,29,69,47,26,29,35,35,27,48,61,63,39,60,42,40,72,64,80,26,65,72,31,28,42,47,68,66,67
2,67,67,1000000.0,4000.0,29,184,79,Lech Poznań,Polish T-Mobile Ekstraklasa,2023.0,Georgia,1,3,3,1,4,59.0,58.0,67.0,65.0,62.0,61.0,64,52,48,70,45,64,54,67,69,67,64,55,63,70,76,69,56,74,60,66,48,62,61,68,48,58,65,64,61
1,67,67,650000.0,500.0,33,190,85,Universidad Técnica de Cajamarca,Peruvian Primera División,2021.0,Peru,0,3,3,1,4,62.0,70.0,48.0,64.0,22.0,62.0,44,75,71,59,59,62,44,55,29,65,61,62,68,61,67,70,63,59,77,65,30,18,61,44,71,67,13,20,15
0,67,71,1400000.0,500.0,24,182,79,Ferencvárosi TC,Hungarian Nemzeti Bajnokság I,2026.0,Croatia,0,3,2,1,4,77.0,47.0,59.0,64.0,60.0,73.0,78,38,53,60,46,64,61,29,56,66,78,77,67,56,69,60,62,79,70,54,74,58,54,46,39,56,59,64,62
0,67,75,2100000.0,1000.0,22,187,77,Tokushima Vortis,Japanese J. League Division 1,2022.0,Brazil,1,3,2,1,4,72.0,25.0,45.0,49.0,66.0,75.0,31,18,68,56,22,38,21,26,51,58,69,75,64,61,47,45,77,71,77,17,73,65,33,46,33,57,64,68,68
2,67,70,1200000.0,500.0,25,186,79,Club Libertad,Paraguayan Primera División,2022.0,Paraguay,1,3,3,1,5,64.0,56.0,57.0,62.0,66.0,71.0,45,55,55,68,33,60,45,58,61,66,60,67,54,69,55,58,70,68,74,62,65,65,55,48,61,65,61,72,71
0,67,75,2200000.0,500.0,22,173,72,Montevideo City Torque,Uruguayan Primera División,2021.0,Uruguay,0,3,2,1,5,66.0,39.0,59.0,69.0,63.0,68.0,72,35,48,60,38,68,62,32,48,70,78,57,82,60,70,42,65,75,64,40,68,58,60,58,42,52,71,64,62
1,67,72,1600000.0,5000.0,23,185,75,Altay SK,Turkish Süper Lig,2024.0,Egypt,1,4,2,1,4,66.0,67.0,51.0,66.0,40.0,69.0,42,68,70,54,56,66,56,42,50,67,64,67,64,62,58,70,76,69,77,66,45,49,68,58,66,66,33,35,30
1,67,74,2100000.0,2000.0,22,186,87,Vegalta Sendai,Japanese J. League Division 1,2025.0,Brazil,1,4,2,1,5,57.0,71.0,48.0,59.0,32.0,78.0,32,77,78,60,59,62,43,36,33,59,58,57,58,60,38,71,75,68,89,64,66,23,60,57,72,56,27,27,32
0,67,81,2300000.0,6000.0,19,188,79,Norwich City,English Premier League,2024.0,Republic of Ireland,1,3,2,1,5,71.0,26.0,46.0,56.0,68.0,68.0,25,24,67,59,27,55,36,14,55,60,75,68,54,54,52,42,79,62,76,16,53,66,21,46,22,50,69,70,68
2,67,72,1500000.0,5000.0,24,181,78,KV Kortrijk,Belgian Jupiler Pro League,2024.0,Belgium,1,3,2,1,4,68.0,64.0,66.0,64.0,65.0,73.0,63,62,65,68,56,63,59,61,66,67,66,69,58,62,61,70,68,75,73,64,73,69,67,67,62,66,62,68,61
2,67,68,1200000.0,3000.0,26,178,71,UD Ibiza,Spanish Segunda División,2022.0,Spain,1,3,4,1,5,81.0,66.0,60.0,70.0,36.0,59.0,61,67,62,62,57,69,58,54,57,68,82,81,80,63,77,70,66,65,61,63,45,36,64,58,70,61,31,32,34
0,67,77,2100000.0,3000.0,20,174,72,N.E.C. Nijmegen,Holland Eredivisie,2022.0,Netherlands,1,3,2,1,4,74.0,41.0,57.0,65.0,60.0,62.0,66,45,47,64,24,63,45,37,53,66,73,75,69,65,72,50,51,73,60,29,57,64,44,48,38,67,59,62,61
2,67,72,1400000.0,3000.0,23,183,70,Go Ahead Eagles,Holland Eredivisie,2023.0,Netherlands,1,2,2,1,4,65.0,54.0,62.0,63.0,64.0,66.0,54,50,49,68,52,63,47,50,69,65,66,65,59,61,66,61,59,74,63,53,66,66,58,61,58,65,58,70,70
2,67,76,2200000.0,2000.0,22,190,82,Estoril Praia,Portuguese Liga ZON SAGRES,2024.0,France,1,3,2,1,5,58.0,45.0,58.0,57.0,68.0,72.0,50,42,69,68,38,55,49,46,60,63,60,57,51,65,47,59,70,62,78,39,72,68,45,50,51,58,64,71,67
2,67,76,2300000.0,3000.0,23,177,70,Estoril Praia,Portuguese Liga ZON SAGRES,2022.0,Portugal,0,3,3,1,4,71.0,55.0,67.0,70.0,41.0,62.0,62,53,53,69,47,71,62,64,66,69,69,72,68,63,72,65,54,70,61,50,58,40,66,70,54,68,42,38,35
0,67,73,1500000.0,2000.0,24,186,80,FC Vizela,Portuguese Liga ZON SAGRES,2023.0,Côte d'Ivoire,1,2,2,1,3,52.0,31.0,36.0,38.0,68.0,75.0,30,25,73,43,35,33,29,35,35,37,51,53,49,52,52,47,73,60,81,26,80,66,28,32,40,48,67,69,67
0,67,72,1400000.0,2000.0,24,181,76,FC Arouca,Portuguese Liga ZON SAGRES,2024.0,Brazil,0,3,2,1,4,68.0,33.0,58.0,55.0,64.0,63.0,70,30,50,67,29,58,40,32,65,50,70,67,57,59,63,34,61,72,60,35,58,56,46,34,45,50,64,72,70
0,67,74,1900000.0,7000.0,24,178,67,Athletic Club de Bilbao,Spain Primera Division,2024.0,Spain,1,3,2,1,4,71.0,49.0,65.0,60.0,62.0,67.0,66,39,60,68,34,56,70,68,62,60,72,70,74,62,73,64,65,79,62,60,63,58,59,58,45,47,62,65,64
2,67,77,2200000.0,500.0,20,184,74,Hajduk Split,Croatian Prva HNL,2024.0,Croatia,1,3,2,1,4,71.0,56.0,64.0,67.0,45.0,61.0,48,57,42,68,54,70,58,63,66,64,72,71,70,68,58,55,70,77,59,58,46,40,65,71,44,61,43,51,45
2,67,68,1200000.0,5000.0,26,180,76,GZT Giresunspor,Turkish Süper Lig,2022.0,Brazil,1,3,2,1,4,66.0,65.0,63.0,69.0,34.0,64.0,62,66,53,66,58,72,69,53,58,70,67,66,61,54,73,68,49,63,69,60,54,21,66,64,61,59,34,35,34
2,67,76,2200000.0,3000.0,21,185,77,Mazatlán Futbol Club,Mexican Liga MX,2025.0,Colombia,1,3,3,1,4,71.0,46.0,65.0,66.0,64.0,67.0,60,32,52,70,43,69,43,39,70,68,74,68,60,53,45,63,49,64,68,55,75,59,62,67,53,73,65,70,67
